IUCN,IUCN Category,SPEC,Species,COU,Country,Value
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,NLD,Netherlands,57.0
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,NLD,Netherlands,40.0
ENDANGERED,Number of endangered species,FISH_TOT,Fish,NLD,Netherlands,5.0
ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,NLD,Netherlands,3.0
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,NLD,Netherlands,2.0
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,NLD,Netherlands,4.0
CRITICAL,Number of critically endangered species,MARINE_F,Marine Fish,NLD,Netherlands,3.0
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,NLD,Netherlands,1.0
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,NLD,Netherlands,14.0
VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,NLD,Netherlands,4.0
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,NLD,Netherlands,10.0
THREATENED,Total number of threatened species,FISH_TOT,Fish,NLD,Netherlands,23.0
THREATENED,Total number of threatened species,MARINE_F,Marine Fish,NLD,Netherlands,10.0
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,NLD,Netherlands,13.0
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,NLD,Netherlands,18.868
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,NLD,Netherlands,24.405
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,NLD,Netherlands,71.429
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,NLD,Netherlands,43.75
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,NLD,Netherlands,25.52
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,NLD,Netherlands,23.711
THREAT_PERCENT,Threatened species as % of known species,MARINE_F,Marine Fish,NLD,Netherlands,17.544
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,NLD,Netherlands,32.5
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,NZL,New Zealand,75.0
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,NOR,Norway,205.0
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,NOR,Norway,173.0
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,NOR,Norway,32.0
ENDANGERED,Number of endangered species,FISH_TOT,Fish,NOR,Norway,6.0
ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,NOR,Norway,6.0
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,NOR,Norway,2.0
CRITICAL,Number of critically endangered species,MARINE_F,Marine Fish,NOR,Norway,2.0
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,NOR,Norway,4.0
VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,NOR,Norway,3.0
THREATENED,Total number of threatened species,FISH_TOT,Fish,NOR,Norway,12.0
THREATENED,Total number of threatened species,MARINE_F,Marine Fish,NOR,Norway,11.0
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,NOR,Norway,23.944
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,NOR,Norway,26.496
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,NOR,Norway,33.333
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,NOR,Norway,21.584
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,NOR,Norway,5.854
THREAT_PERCENT,Threatened species as % of known species,MARINE_F,Marine Fish,NOR,Norway,6.358
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,POL,Poland,126.0
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,POL,Poland,36.0
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,POL,Poland,77.0
ENDANGERED,Number of endangered species,AMPHIBIAN,Amphibians,POL,Poland,0.0
ENDANGERED,Number of endangered species,FISH_TOT,Fish,POL,Poland,5.0
ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,POL,Poland,0.0
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,POL,Poland,4.0
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,POL,Poland,6.0
CRITICAL,Number of critically endangered species,MARINE_F,Marine Fish,POL,Poland,1.0
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,POL,Poland,1.0
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,POL,Poland,14.0
VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,POL,Poland,1.0
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,POL,Poland,12.0
THREATENED,Total number of threatened species,FISH_TOT,Fish,POL,Poland,25.0
THREATENED,Total number of threatened species,MARINE_F,Marine Fish,POL,Poland,2.0
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,POL,Poland,17.0
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,POL,Poland,11.607
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,POL,Poland,7.456
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,POL,Poland,25.0
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,POL,Poland,15.282
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,POL,Poland,19.841
THREAT_PERCENT,Threatened species as % of known species,MARINE_F,Marine Fish,POL,Poland,5.556
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,POL,Poland,22.078
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,PRT,Portugal,65.0
ENDANGERED,Number of endangered species,FISH_TOT,Fish,PRT,Portugal,10.0
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,PRT,Portugal,8.0
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,PRT,Portugal,4.0
THREATENED,Total number of threatened species,FISH_TOT,Fish,PRT,Portugal,22.0
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,PRT,Portugal,19.62
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,PRT,Portugal,28.244
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,PRT,Portugal,20.408
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,PRT,Portugal,10.0
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,PRT,Portugal,33.846
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,SVK,Slovak Republic,79.0
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,SVK,Slovak Republic,6.0
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,SVK,Slovak Republic,6.0
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,SVK,Slovak Republic,12.0
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,SVK,Slovak Republic,22.222
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,SVK,Slovak Republic,24.171
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,SVK,Slovak Republic,41.667
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,SVK,Slovak Republic,44.444
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,SVK,Slovak Republic,14.562
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,SVK,Slovak Republic,15.19
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,ESP,Spain,85.0
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,ESP,Spain,8.0
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,ESP,Spain,9.0
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,ESP,Spain,19.0
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,ESP,Spain,36.0
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,ESP,Spain,15.116
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,ESP,Spain,10.625
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,ESP,Spain,18.095
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,ESP,Spain,23.077
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,ESP,Spain,13.723
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,ESP,Spain,42.353
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,SWE,Sweden,132.0
ENDANGERED,Number of endangered species,FISH_TOT,Fish,SWE,Sweden,6.0
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,SWE,Sweden,6.0
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,SWE,Sweden,8.0
THREATENED,Total number of threatened species,FISH_TOT,Fish,SWE,Sweden,20.0
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,SWE,Sweden,13.846
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,SWE,Sweden,21.344
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,SWE,Sweden,33.333
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,SWE,Sweden,23.077
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,SWE,Sweden,16.719
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,SWE,Sweden,15.152
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,CHE,Switzerland,90.0
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,CHE,Switzerland,90.0
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,TUR,Türkiye,896.0
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,TUR,Türkiye,512.0
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,TUR,Türkiye,384.0
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,TUR,Türkiye,13.143
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,TUR,Türkiye,11.0
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,TUR,Türkiye,20.513
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,TUR,Türkiye,1.623
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,GBR,United Kingdom,622.0
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,GBR,United Kingdom,3.0
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,GBR,United Kingdom,3.0
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,GBR,United Kingdom,8.0
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,GBR,United Kingdom,8.615
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,CHL,Chile,1272.0
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,CHL,Chile,1182.0
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,CHL,Chile,72.0
ENDANGERED,Number of endangered species,FISH_TOT,Fish,CHL,Chile,23.0
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,CHL,Chile,23.0
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,CHL,Chile,14.0
VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,CHL,Chile,1.0
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,CHL,Chile,13.0
THREATENED,Total number of threatened species,FISH_TOT,Fish,CHL,Chile,38.0
THREATENED,Total number of threatened species,MARINE_F,Marine Fish,CHL,Chile,1.0
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,CHL,Chile,37.0
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,CHL,Chile,19.459
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,CHL,Chile,9.02
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,CHL,Chile,37.143
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,CHL,Chile,67.692
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,CHL,Chile,6.98
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,CHL,Chile,2.987
THREAT_PERCENT,Threatened species as % of known species,MARINE_F,Marine Fish,CHL,Chile,0.085
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,CHL,Chile,51.389
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,EST,Estonia,103.0
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,EST,Estonia,66.0
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,EST,Estonia,54.0
ENDANGERED,Number of endangered species,FISH_TOT,Fish,EST,Estonia,1.0
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,EST,Estonia,3.0
CRITICAL,Number of critically endangered species,MARINE_F,Marine Fish,EST,Estonia,2.0
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,EST,Estonia,3.0
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,EST,Estonia,5.0
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,EST,Estonia,5.0
THREATENED,Total number of threatened species,FISH_TOT,Fish,EST,Estonia,9.0
THREATENED,Total number of threatened species,MARINE_F,Marine Fish,EST,Estonia,4.0
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,EST,Estonia,9.0
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,EST,Estonia,4.545
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,EST,Estonia,40.598
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,EST,Estonia,40.0
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,EST,Estonia,27.273
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,EST,Estonia,10.134
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,EST,Estonia,8.738
THREAT_PERCENT,Threatened species as % of known species,MARINE_F,Marine Fish,EST,Estonia,6.061
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,EST,Estonia,16.667
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,RUS,Russia,40.0
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,SVN,Slovenia,273.0
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,SVN,Slovenia,188.0
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,SVN,Slovenia,85.0
ENDANGERED,Number of endangered species,FISH_TOT,Fish,SVN,Slovenia,40.0
ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,SVN,Slovenia,9.0
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,SVN,Slovenia,31.0
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,SVN,Slovenia,10.0
VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,SVN,Slovenia,1.0
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,SVN,Slovenia,9.0
THREATENED,Total number of threatened species,FISH_TOT,Fish,SVN,Slovenia,50.0
THREATENED,Total number of threatened species,MARINE_F,Marine Fish,SVN,Slovenia,10.0
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,SVN,Slovenia,40.0
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,SVN,Slovenia,38.202
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,SVN,Slovenia,27.632
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,SVN,Slovenia,75.0
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,SVN,Slovenia,80.952
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,SVN,Slovenia,9.676
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,SVN,Slovenia,18.315
THREAT_PERCENT,Threatened species as % of known species,MARINE_F,Marine Fish,SVN,Slovenia,5.319
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,SVN,Slovenia,47.059
CRITICAL,Number of critically endangered species,MAMMAL,Mammals,CHL,Chile,3.0
CRITICAL,Number of critically endangered species,AMPHIBIAN,Amphibians,CHL,Chile,10.0
CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,CHL,Chile,74.0
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,CHL,Chile,1.0
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,CHL,Chile,1.0
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,FRA,France,163.0
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,FRA,France,83.0
ENDANGERED,Number of endangered species,FISH_TOT,Fish,ITA,Italy,12.0
ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,ITA,Italy,6.0
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,ITA,Italy,21.0
CRITICAL,Number of critically endangered species,MARINE_F,Marine Fish,ITA,Italy,10.0
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,ITA,Italy,14.0
VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,ITA,Italy,6.0
THREATENED,Total number of threatened species,FISH_TOT,Fish,ITA,Italy,47.0
THREATENED,Total number of threatened species,MARINE_F,Marine Fish,ITA,Italy,22.0
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,ITA,Italy,7.332
THREAT_PERCENT,Threatened species as % of known species,MARINE_F,Marine Fish,ITA,Italy,4.044
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,NZL,New Zealand,1262.0
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,NZL,New Zealand,1187.0
ENDANGERED,Number of endangered species,REPTILE,Reptiles,TUR,Türkiye,9.0
ENDANGERED,Number of endangered species,FISH_TOT,Fish,TUR,Türkiye,44.0
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,TUR,Türkiye,44.0
CRITICAL,Number of critically endangered species,REPTILE,Reptiles,TUR,Türkiye,8.0
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,TUR,Türkiye,27.0
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,TUR,Türkiye,27.0
VULNERABLE,Number of vulnerable species,REPTILE,Reptiles,TUR,Türkiye,5.0
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,TUR,Türkiye,27.0
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,TUR,Türkiye,27.0
THREATENED,Total number of threatened species,FISH_TOT,Fish,TUR,Türkiye,98.0
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,TUR,Türkiye,98.0
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,TUR,Türkiye,15.068
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,TUR,Türkiye,10.938
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,TUR,Türkiye,25.521
TOT_KNOWN,Total number of known species,MOSS,Mosses,CAN,Canada,1405.0
ENDANGERED,Number of endangered species,MOSS,Mosses,CAN,Canada,146.0
ENDANGERED,Number of endangered species,LICHEN,Lichens,CAN,Canada,97.0
VULNERABLE,Number of vulnerable species,MOSS,Mosses,CAN,Canada,184.0
VULNERABLE,Number of vulnerable species,LICHEN,Lichens,CAN,Canada,104.0
THREATENED,Total number of threatened species,MOSS,Mosses,CAN,Canada,405.0
THREATENED,Total number of threatened species,LICHEN,Lichens,CAN,Canada,328.0
THREAT_PERCENT,Threatened species as % of known species,MOSS,Mosses,CAN,Canada,28.826
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,FIN,Finland,88.0
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,FIN,Finland,25.0
TOT_KNOWN,Total number of known species,MOSS,Mosses,FIN,Finland,929.0
TOT_KNOWN,Total number of known species,LICHEN,Lichens,FIN,Finland,1898.0
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,FIN,Finland,14647.0
ENDANGERED,Number of endangered species,REPTILE,Reptiles,FIN,Finland,0.0
ENDANGERED,Number of endangered species,AMPHIBIAN,Amphibians,FIN,Finland,1.0
ENDANGERED,Number of endangered species,FISH_TOT,Fish,FIN,Finland,3.0
ENDANGERED,Number of endangered species,MOSS,Mosses,FIN,Finland,91.0
ENDANGERED,Number of endangered species,LICHEN,Lichens,FIN,Finland,155.0
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,FIN,Finland,454.0
CRITICAL,Number of critically endangered species,REPTILE,Reptiles,FIN,Finland,0.0
CRITICAL,Number of critically endangered species,AMPHIBIAN,Amphibians,FIN,Finland,0.0
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,FIN,Finland,4.0
CRITICAL,Number of critically endangered species,MARINE_F,Marine Fish,FIN,Finland,1.0
CRITICAL,Number of critically endangered species,MOSS,Mosses,FIN,Finland,133.0
CRITICAL,Number of critically endangered species,LICHEN,Lichens,FIN,Finland,98.0
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,FIN,Finland,168.0
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,FIN,Finland,5.0
VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,FIN,Finland,1.0
VULNERABLE,Number of vulnerable species,MOSS,Mosses,FIN,Finland,88.0
VULNERABLE,Number of vulnerable species,LICHEN,Lichens,FIN,Finland,224.0
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,FIN,Finland,676.0
THREATENED,Total number of threatened species,FISH_TOT,Fish,FIN,Finland,12.0
THREATENED,Total number of threatened species,MARINE_F,Marine Fish,FIN,Finland,2.0
THREATENED,Total number of threatened species,MOSS,Mosses,FIN,Finland,312.0
THREATENED,Total number of threatened species,LICHEN,Lichens,FIN,Finland,477.0
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,FIN,Finland,1298.0
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,FIN,Finland,13.636
THREAT_PERCENT,Threatened species as % of known species,MARINE_F,Marine Fish,FIN,Finland,8.0
THREAT_PERCENT,Threatened species as % of known species,MOSS,Mosses,FIN,Finland,33.585
THREAT_PERCENT,Threatened species as % of known species,LICHEN,Lichens,FIN,Finland,25.132
THREAT_PERCENT,Threatened species as % of known species,INVERTEB,Invertebrates,FIN,Finland,8.862
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,DEU,Germany,197.0
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,DEU,Germany,94.0
TOT_KNOWN,Total number of known species,MOSS,Mosses,DEU,Germany,1195.0
TOT_KNOWN,Total number of known species,LICHEN,Lichens,DEU,Germany,2380.0
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,DEU,Germany,10434.0
ENDANGERED,Number of endangered species,FISH_TOT,Fish,DEU,Germany,14.0
ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,DEU,Germany,5.0
ENDANGERED,Number of endangered species,MOSS,Mosses,DEU,Germany,114.0
ENDANGERED,Number of endangered species,LICHEN,Lichens,DEU,Germany,169.0
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,DEU,Germany,1010.0
CRITICAL,Number of critically endangered species,AMPHIBIAN,Amphibians,DEU,Germany,0.0
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,DEU,Germany,12.0
CRITICAL,Number of critically endangered species,MARINE_F,Marine Fish,DEU,Germany,4.0
CRITICAL,Number of critically endangered species,MOSS,Mosses,DEU,Germany,45.0
CRITICAL,Number of critically endangered species,LICHEN,Lichens,DEU,Germany,337.0
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,DEU,Germany,559.0
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,DEU,Germany,23.0
VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,DEU,Germany,12.0
VULNERABLE,Number of vulnerable species,MOSS,Mosses,DEU,Germany,250.0
VULNERABLE,Number of vulnerable species,LICHEN,Lichens,DEU,Germany,546.0
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,DEU,Germany,2183.0
THREATENED,Total number of threatened species,FISH_TOT,Fish,DEU,Germany,49.0
THREATENED,Total number of threatened species,MARINE_F,Marine Fish,DEU,Germany,21.0
THREATENED,Total number of threatened species,MOSS,Mosses,DEU,Germany,409.0
THREATENED,Total number of threatened species,LICHEN,Lichens,DEU,Germany,1052.0
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,DEU,Germany,3752.0
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,DEU,Germany,24.873
THREAT_PERCENT,Threatened species as % of known species,MARINE_F,Marine Fish,DEU,Germany,22.34
THREAT_PERCENT,Threatened species as % of known species,MOSS,Mosses,DEU,Germany,34.226
THREAT_PERCENT,Threatened species as % of known species,LICHEN,Lichens,DEU,Germany,44.202
THREAT_PERCENT,Threatened species as % of known species,INVERTEB,Invertebrates,DEU,Germany,35.959
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,ITA,Italy,58632.0
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,ITA,Italy,136.0
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,ITA,Italy,88.0
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,ITA,Italy,232.0
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,ITA,Italy,456.0
THREAT_PERCENT,Threatened species as % of known species,INVERTEB,Invertebrates,ITA,Italy,0.778
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,KOR,Korea,1102.0
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,KOR,Korea,224.0
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,KOR,Korea,30054.0
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,KOR,Korea,39.0
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,KOR,Korea,18.0
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,KOR,Korea,117.0
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,KOR,Korea,174.0
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,KOR,Korea,10.714
THREAT_PERCENT,Threatened species as % of known species,INVERTEB,Invertebrates,KOR,Korea,0.579
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,LUX,Luxembourg,149.0
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,LUX,Luxembourg,7.0
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,LUX,Luxembourg,9.0
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,LUX,Luxembourg,23.0
THREAT_PERCENT,Threatened species as % of known species,INVERTEB,Invertebrates,LUX,Luxembourg,15.436
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,MEX,Mexico,2224.0
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,MEX,Mexico,505.0
ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,MEX,Mexico,2.0
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,MEX,Mexico,77.0
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,MEX,Mexico,24.0
CRITICAL,Number of critically endangered species,MARINE_F,Marine Fish,MEX,Mexico,0.0
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,MEX,Mexico,13.0
VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,MEX,Mexico,2.0
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,MEX,Mexico,66.0
